,budget,genres,keywords,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,tagline,title,vote_count,Profit
3290,8000000,Action   Comedy,london england   mother   robbery   detective   assassin   hitman   insomnia   apprentice   remake   revenge   murder   gangster   crime   art   surveillance,en,"Victor Maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims, Rose. He spares her life, unexpectedly acquiring in the process a young apprentice, Tony. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client",10.791954,Matador Pictures   Isle of Man Film   Magic Light Pictures   CinemaNX   Cinema Four   Regent Capital   Entertainment Film Distributors,FR  France  GB  United Kingdom,2010-06-17,3453043,98.0,They said 'Take her out'. He got the wrong idea.,Wild Target,215,-4546957
3291,8000000,Crime   Horror   Thriller,female nudity   pathology   student of medicine   extortion   drug use   game   cadaver   perfect murder,en,"Medical student Ted Grey (Milo Ventimiglia) graduates at the top of his class and quickly joins an elite pathology program, whose top students invite him into their circle. There he uncovers a gruesome secret: They play a game in which one tries to commit the perfect, undetectable murder, then the others compete to determine the victim's cause of death.",9.782433,Lakeshore Entertainment   Metro Goldwyn Mayer MGM   Camelot Pictures,US  United States of America,2008-04-11,0,95.0,No body is safe.,Pathology,144,-8000000
3292,0,Drama,woman director,en,Foundling Heathcliff is raised by the wealthy Earnshaws in Yorkshire but in later life launches a vendetta against the family.,4.409263,,,2009-01-18,0,142.0,No Tagline,Wuthering Heights,37,0
3293,8000000,Action   Crime   Drama   Mystery   Thriller,undercover   mafia   mobster   crime family,en,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",3.942464,Thinkfilm,US  United States of America,2006-02-19,143451,107.0,"The Intersection Where Family, Honor and Betrayal Collide.",10th & Wolf,24,-7856549
3294,0,Comedy   Crime   Drama   Romance,underdog   secret society   friendship   pistol   self esteem,en,"In a blue-collar American town, a group of teens bands together to form the Dandies, a gang of gunslingers led by Dick Dandelion. Following a code of strict pacifism at odds with the fact that they all carry guns, the group eventually lets in Sebastian, the grandson of Dick's childhood nanny, Clarabelle, who fears the other gangs in the area. Dick and company try to protect Clarabelle, but events transpire that push the gang past posturing.",2.597665,Zentropa Entertainments   Nimbus Film Productions   Lucky Punch,DK  Denmark  FR  France  GB  United Kingdom,2005-01-22,0,105.0,One shot is all it takes.,Dear Wendy,33,0
3295,8000000,Drama,new age   woman director   healer,en,"As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.",6.500835,Arcadia Motion Pictures   Wanda Visi u f n S A   Buffalo Gal Pictures,FR  France  US  United States of America  ES  Spain,2014-02-12,53086,112.0,No Tagline,Aloft,41,-7946914
3296,8000000,Science Fiction   Animation,saving the world   total destruction   megacity   street gang   underground   general   stadium   experiment   atomic bomb   mutation   dystopia   army   cyberpunk   anime   motorcycle gangs,ja,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.",39.338097,Bandai Visual Company   Toho Company   Mainichi Broadcasting System MBS   Kodansha   Tokyo Movie Shinsha TMS   TMS Entertainment   Akira Committee Company Ltd   Sumitomo Corporation,JP  Japan,1988-07-16,553171,124.0,Neo-Tokyo is about to E.X.P.L.O.D.E.,Akira,773,-7446829
3297,22000000,Drama   Action   Thriller   Crime,vineyard   rifle   drug trade   violence   shot in the stomach   double cross   estate   face slap   tdrug lord   faked death   baja california   san remo   landfill   gallop   rolling eyes   booby trap   golden gun,en,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow.",12.893219,Eclectic pictures   Millennium Films,DE  Germany  US  United States of America,2007-07-23,413454,97.0,"To live a life of his own, he has to die first.",The Death and Life of Bobby Z,103,-21586546
3298,8000000,Drama,quebec   sport   ice hockey   hockey player   montreal canadiens,fr,"In the late 1930s, a young machinist named Maurice Richard distinguished himself as a ice hockey player of preternatural talent. Although that was enough to get him into the Montreal Canadiens, his frequent injuries cost him the confidence of his team and the fans. In the face of these doubts, Richard eventually shows the kind of aggressive and skillful play that would make him one of the greatest players of all time as ""The Rocket."" However for all his success, Richard and his fellow French Canadians face constant discrimination in a league dominated by the English speaking. Although a man of few words, Richard begins to speak his own mind about the injustice which creates a organizational conflict that would culminate in his infamous 1955 season suspension that sparks an ethnic riot in protest. In the face of these challenges, Richard must decide who exactly is he playing for.",0.983484,,CA  Canada,2005-10-25,2019009,124.0,No Tagline,The Rocket: The Legend of Rocket Richard,17,-5980991
3299,0,Action   Drama   Thriller,,en,"Ten years after their casino heist, four escaped convicts trace their former partner to a desert town, where he is now a lawman with no memory of his criminal past.",2.214925,Grand Peaks Entertainment   Exchange Peaks Film Capital   Film Invaders,US  United States of America,2014-04-20,0,96.0,Greed. Revenge. Redemption.,Swelter,21,0
3300,0,Comedy   Romance,hong kong   macau   woman director,zh,My Lucky Star is a 2013 Chinese romance film directed by Dennie Gordon and starring Zhang Ziyi and Leehom Wang. The film also serves as a prequel to the 2009 film Sophie's Revenge.,1.86453,Bona International Film Group,CN  China,2013-09-17,0,114.0,No Tagline,My Lucky Star,8,0
3301,0,Drama   Comedy   Romance,london england   flower shop   homosexuality   lesbian   lgbt,en,"During her wedding ceremony, Rachel notices Luce in the audience and feels instantly drawn to her. The two women become close friends, and when Rachel learns that Luce is a lesbian, she realizes that despite her happy marriage to Heck, she is falling for Luce. As she questions her sexual orientation, Rachel must decide between her stable relationship with Heck and her exhilarating new romance with Luce.",9.100352,BBC Films   Filmstiftung Nordrhein Westfalen   X Filme Creative Pool   Ealing Studios   Fragile Films   Focus Features   RTL   Cougar Films Ltd   Minotaur Film Partnership No,DE  Germany  GB  United Kingdom  US  United States of America,2005-02-01,2455831,93.0,There goes the bride.,Imagine Me & You,177,2455831
3302,8000000,Drama,cook   friendship,en,"A unique friendship develops when a little girl and her dying mother inherit a cook - Mr. Church. What begins as an arrangement that should only last six months, instead spans fifteen years.",7.828459,Envision Media Arts   Cinelou Films   Shenghua Entertainment,US  United States of America,2016-09-16,0,104.0,He was the one person she could always count on.,Mr. Church,129,-8000000
3303,7800000,Thriller   Crime,london england   female nudity   women   countryse   based on novel   subway   provence   country house   writing   innkeeper   generations confilct   dying and death   daughter   swimming pool   murder   suspense   author   drug,en,"In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.",11.000654,France Cin u e ma   Canal Plus   F u e lit u e Productions   Gimages   FOZ   Headforce Ltd,FR  France  GB  United Kingdom,2003-05-18,22441323,102.0,"On the surface, all is calm",Swimming Pool,153,14641323
